,Código da IES,Nome da IES*,Sigla da IES*,Município do Curso**,Sigla da UF** ,Conceito Enade (Contínuo),Conceito Enade (Faixa)
3545,165.0,UNIVERSIDADE VEIGA DE ALMEIDA,UVA,Rio de Janeiro,RJ,2.714,3
3546,176.0,UNIVERSIDADE CASTELO BRANCO,UCB,Rio de Janeiro,RJ,2.385,3
3547,206.0,CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO,UNIÍTALO,São Paulo,SP,1.484,2
3548,219.0,FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL,FAECA DOM BOSCO,Monte Aprazível,SP,2.86,3
3549,221.0,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,São Paulo,SP,1.953,3
3550,221.0,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,São Paulo,SP,2.178,3
3551,227.0,UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,Santos,SP,3.017,4
3553,266.0,UNIVERSIDADE METODISTA DE PIRACICABA,UNIMEP,Piracicaba,SP,3.006,4
3555,275.0,UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,São José dos Campos,SP,2.129,3
3556,277.0,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Rio de Janeiro,RJ,1.318,2
3557,278.0,FACULDADES INTEGRADAS SIMONSEN,FIS,Rio de Janeiro,RJ,2.478,3
3558,295.0,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,Santa Cruz do Sul,RS,3.393,4
3561,316.0,UNIVERSIDADE NOVE DE JULHO,UNINOVE,São Paulo,SP,1.773,2
3562,322.0,UNIVERSIDADE PAULISTA,UNIP,São Paulo,SP,1.655,2
3563,338.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Belo Horizonte,MG,3.952,5
3564,338.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Belo Horizonte,MG,3.074,4
3565,349.0,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,UNI-BH,Belo Horizonte,MG,2.835,3
3566,349.0,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,UNI-BH,Belo Horizonte,MG,2.271,3
3567,355.0,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,Curitiba,PR,3.313,4
3568,363.0,FACULDADE MOZARTEUM DE SÃO PAULO,FAMOSP,São Paulo,SP,3.081,4
3569,367.0,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Montes Claros,MG,1.894,2
3570,367.0,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,São Francisco,MG,1.73,2
3571,374.0,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,São Paulo,SP,3.545,4
3572,374.0,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,São Paulo,SP,3.072,4
3573,375.0,UNIVERSIDADE SANTO AMARO,UNISA,São Paulo,SP,1.632,2
3574,375.0,UNIVERSIDADE SANTO AMARO,UNISA,São Paulo,SP,1.425,2
3576,385.0,UNIVERSIDADE SALVADOR,UNIFACS,Salvador,BA,1.96,3
3577,387.0,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,Campo Grande,MS,3.564,4
3578,387.0,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,Campo Grande,MS,3.522,4
3579,398.0,UNIVERSIDADE TIRADENTES,UNIT,Aracaju,SE,1.767,2
3580,398.0,UNIVERSIDADE TIRADENTES,UNIT,Aracaju,SE,0.532,1
3582,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Brasília,DF,2.673,3
3583,404.0,FACULDADES INTEGRADAS DA UPIS,UPIS,Brasília,DF,2.653,3
3584,409.0,UNIVERSIDADE DE PERNAMBUCO,UPE,Petrolina,PE,2.852,3
3585,409.0,UNIVERSIDADE DE PERNAMBUCO,UPE,Nazaré da Mata,PE,2.49,3
3586,409.0,UNIVERSIDADE DE PERNAMBUCO,UPE,Garanhuns,PE,2.581,3
3587,409.0,UNIVERSIDADE DE PERNAMBUCO,UPE,Recife,PE,1.741,2
3588,417.0,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,São Paulo,SP,2.446,3
3589,417.0,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,São Paulo,SP,1.902,2
3590,426.0,UNIVERSIDADE FRANCISCANA,UFN,Santa Maria,RS,3.658,4
3591,435.0,FACULDADE SANTA MARCELINA MURIAÉ - FASM,FASM,Muriaé,MG,1.602,2
3592,437.0,UNIVERSIDADE PARANAENSE,UNIPAR,Umuarama,PR,1.744,2
3595,448.0,CENTRO UNIVERSITÁRIO RITTER DOS REIS,UNIRITTER,Porto Alegre,RS,2.733,3
3596,448.0,CENTRO UNIVERSITÁRIO RITTER DOS REIS,UNIRITTER,Porto Alegre,RS,1.871,2
3597,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Canoas,RS,2.964,4
3598,449.0,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Canoas,RS,1.497,2
3600,466.0,UNIVERSIDADE ANHEMBI MORUMBI,UAM,São Paulo,SP,2.275,3
3601,472.0,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Duque de Caxias,RJ,3.158,4
3602,482.0,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,Criciúma,SC,3.057,4
3603,494.0,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Tubarão,SC,2.819,3
3604,494.0,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Tubarão,SC,2.319,3
3605,495.0,FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA,FESB,Bragança Paulista,SP,2.584,3
3606,496.0,UNIVERSIDADE DE FRANCA,UNIFRAN,Franca,SP,1.685,2
3607,496.0,UNIVERSIDADE DE FRANCA,UNIFRAN,Franca,SP,1.558,2
3608,496.0,UNIVERSIDADE DE FRANCA,UNIFRAN,Franca,SP,0.753,1
3610,519.0,UNIVERSIDADE CATÓLICA DO SALVADOR,UCSAL,Salvador,BA,1.867,2
3611,522.0,CENTRO UNIVERSITÁRIO CELSO LISBOA,UCL,Rio de Janeiro,RJ,2.029,3
3613,527.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,PUC GOIÁS,Goiânia,GO,2.345,3
3614,528.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,Rio de Janeiro,RJ,3.81,4
3615,528.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,Rio de Janeiro,RJ,3.218,4
3616,546.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,São Paulo,SP,3.332,4
3617,546.0,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,São Paulo,SP,1.858,2
3618,547.0,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Rio de Janeiro,RJ,3.647,4
3619,547.0,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,São Gonçalo,RJ,2.696,3
3620,547.0,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Rio de Janeiro,RJ,2.498,3
3621,548.0,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,São Luís,MA,1.524,2
3622,548.0,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,São Luís,MA,3.127,4
3623,549.0,UNIVERSIDADE FEDERAL DO ACRE,UFAC,Rio Branco,AC,2.442,3
3624,549.0,UNIVERSIDADE FEDERAL DO ACRE,UFAC,Rio Branco,AC,0.757,1
3625,550.0,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,Campina Grande,PB,2.464,3
3626,550.0,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,Guarabira,PB,1.897,2
3627,568.0,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Caxias,MA,1.829,2
3628,568.0,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,São Luís,MA,2.704,3
3629,568.0,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Coelho Neto,MA,1.833,2
3630,568.0,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Codó,MA,0.979,2
3631,568.0,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Santa Inês,MA,1.812,2
3632,568.0,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Brejo,MA,1.53,2
3633,568.0,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Colinas,MA,0.851,1
3634,568.0,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Itapecuru Mirim,MA,2.463,3
3640,570.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Natal,RN,3.582,4
3641,570.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Caicó,RN,2.655,3
3642,570.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Caicó,RN,1.414,2
3643,570.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Natal,RN,3.215,4
3644,570.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Natal,RN,1.937,2
3645,571.0,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Curitiba,PR,4.843,5
3646,571.0,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Curitiba,PR,2.863,3
3647,571.0,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Curitiba,PR,4.887,5
3648,572.0,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Niterói,RJ,3.943,4
3649,572.0,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Niterói,RJ,3.02,4
3650,572.0,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Campos dos Goytacazes,RJ,3.711,4
3651,572.0,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Campos dos Goytacazes,RJ,2.538,3
3652,573.0,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Vitória,ES,3.398,4
3653,573.0,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Vitória,ES,2.921,3
3654,574.0,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,Nova Iguaçu,RJ,3.247,4
3655,574.0,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,Seropédica,RJ,3.594,4
3657,575.0,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Belo Horizonte,MG,4.821,5
3658,575.0,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Belo Horizonte,MG,4.162,5
3659,576.0,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Juiz de Fora,MG,4.127,5
3660,576.0,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Juiz de Fora,MG,3.314,4
3661,577.0,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Maceió,AL,1.236,2
3662,577.0,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Maceió,AL,2.352,3
3663,577.0,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Delmiro Gouveia,AL,1.432,2
3664,578.0,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Salvador,BA,4.415,5
3665,578.0,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Salvador,BA,2.48,3
3666,579.0,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,João Pessoa,PB,3.363,4
3667,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Recife,PE,3.986,5
3668,580.0,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Recife,PE,2.979,4
3669,581.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Porto Alegre,RS,3.386,4
3670,581.0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Porto Alegre,RS,4.187,5
3671,582.0,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Santa Maria,RS,4.035,5
3672,582.0,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Santa Maria,RS,3.32,4
3673,583.0,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Fortaleza,CE,4.203,5
3675,584.0,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Goiânia,GO,2.234,3
3676,584.0,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Goiânia,GO,3.838,4
3677,585.0,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Florianópolis,SC,4.384,5
3678,585.0,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Florianópolis,SC,2.946,4
3679,586.0,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Rio de Janeiro,RJ,3.185,4
3680,587.0,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,Recife,PE,3.921,4
3681,587.0,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,Recife,PE,1.851,2
3682,591.0,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,Guarulhos,SP,4.354,5
3683,591.0,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,Guarulhos,SP,3.025,4
3684,595.0,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Alfenas,MG,3.495,4
3685,596.0,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,Diamantina,MG,3.711,4
3686,597.0,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,Uberaba,MG,3.131,4
3687,634.0,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Pelotas,RS,3.381,4
3688,634.0,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Pelotas,RS,1.36,2
3689,641.0,UNIVERSIDADE LA SALLE,UNILASALLE,Canoas,RS,3.17,4
3690,641.0,UNIVERSIDADE LA SALLE,UNILASALLE,Canoas,RS,2.799,3
3691,657.0,FACULDADE DE FORMAÇÃO DE PROFESSORES DE SERRA TALHADA,FAFOPST,Serra Talhada,PE,2.125,3
3692,663.0,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,São Gonçalo,RJ,1.651,2
3693,665.0,UNIVERSIDADE DE TAUBATÉ,UNITAU,Taubaté,SP,2.471,3
3694,665.0,UNIVERSIDADE DE TAUBATÉ,UNITAU,Taubaté,SP,3.048,4
3695,665.0,UNIVERSIDADE DE TAUBATÉ,UNITAU,Taubaté,SP,1.715,2
3696,666.0,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,UEFS,Feira de Santana,BA,3.115,4
3697,669.0,UNIVERSIDADE NILTON LINS,UNINILTONLINS,Manaus,AM,1.538,2
3698,671.0,UNIVERSIDADE ANHANGUERA,UNIDERP,Campo Grande,MS,2.17,3
3699,674.0,CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO,CESVASF,Belém do São Francisco,PE,1.521,2
3700,685.0,FACULDADE DO BELO JARDIM,FBJ,Belo Jardim,PE,0.973,2
3701,688.0,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,Vitória da Conquista,BA,2.719,3
3702,693.0,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,UNIRIO,Rio de Janeiro,RJ,3.268,4
3703,693.0,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,UNIRIO,Rio de Janeiro,RJ,3.043,4
3704,693.0,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,UNIRIO,Rio de Janeiro,RJ,4.253,5
3705,694.0,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Aquidauana,MS,1.424,2
3706,694.0,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Corumbá,MS,2.562,3
3707,694.0,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Três Lagoas,MS,2.687,3
3708,694.0,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Campo Grande,MS,2.971,4
3709,694.0,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Coxim,MS,1.689,2
3710,694.0,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Nova Andradina,MS,1.426,2
3711,699.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Porto Velho,RO,2.635,3
3712,699.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Rolim de Moura,RO,2.094,3
3713,702.0,FACULDADE  DE CIÊNCIAS E TECNOLOGIA PROFESSOR DIRSON MACIEL DE BARROS,FADIMAB,Goiana,PE,1.745,2
3714,718.0,UNIVERSIDADE POTIGUAR,UNP,Natal,RN,1.927,2
3715,718.0,UNIVERSIDADE POTIGUAR,UNP,Natal,RN,2.686,3
3716,719.0,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Cáceres,MT,1.465,2
3717,719.0,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Cáceres,MT,1.226,2
3718,730.0,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,Ponta Grossa,PR,2.666,3
3719,730.0,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,Ponta Grossa,PR,2.736,3
3720,730.0,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,Ponta Grossa,PR,2.296,3
3721,734.0,FACULDADES INTEGRADAS MARIA IMACULADA,FIMI,Mogi Guaçu,SP,2.882,3
3722,739.0,CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO,SÃO CAMILO-ES,Cachoeiro de Itapemirim,ES,3.023,4
3723,746.0,UNIVERSIDADE REGIONAL DO CARIRI,URCA,Crato,CE,2.162,3
3724,756.0,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Teresina,PI,3.506,4
3725,756.0,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,São Raimundo Nonato,PI,1.622,2
3726,756.0,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Oeiras,PI,1.619,2
3727,756.0,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Teresina,PI,2.076,3
3728,756.0,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Floriano,PI,1.469,2
3729,756.0,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Parnaíba,PI,3.02,4
3730,756.0,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Campo Maior,PI,1.511,2
3731,779.0,FACULDADE DE PONTA PORÃ,FAP,Ponta Porã,MS,0.925,1
3732,789.0,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Boa Vista,RR,2.092,3
3733,830.0,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,Macapá,AP,2.735,3
3734,830.0,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,Macapá,AP,0.021,1
3735,830.0,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,Oiapoque,AP,0.658,1
3736,952.0,UNIVERSIDADE SANTA CECÍLIA,UNISANTA,Santos,SP,1.802,2
3737,953.0,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,Santos,SP,2.438,3
3738,953.0,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,Santos,SP,1.381,2
3739,1012.0,FACULDADE DO SERTÃO DO PAJEÚ,FASP,Afogados da Ingazeira,PE,1.925,2
3740,1028.0,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,Amambai,MS,0.886,1
3741,1032.0,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,UNISAL,Lorena,SP,3.233,4
3742,1036.0,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Carangola,MG,2.601,3
3743,1036.0,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Campanha,MG,3.164,4
3744,1036.0,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Divinópolis,MG,3.626,4
3745,1036.0,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Passos,MG,3.114,4
3746,1041.0,UNIVERSIDADE DO VALE DO TAQUARI,UNIVATES,Lajeado,RS,2.205,3
3747,1041.0,UNIVERSIDADE DO VALE DO TAQUARI,UNIVATES,Lajeado,RS,2.415,3
3748,1126.0,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Guarapuava,PR,2.794,3
3749,1126.0,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Irati,PR,2.041,3
3750,1126.0,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Coronel Vivida,PR,3.718,4
3751,1149.0,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,CEUNSP,Itu,SP,1.771,2
3752,1185.0,CENTRO UNIVERSITÁRIO JORGE AMADO,UNIJORGE,Salvador,BA,2.33,3
3753,1185.0,CENTRO UNIVERSITÁRIO JORGE AMADO,UNIJORGE,Salvador,BA,1.536,2
3754,1196.0,UNIVERSIDADE CESUMAR,UNICESUMAR,Maringá,PR,1.771,2
3755,1205.0,CENTRO UNIVERSITÁRIO FAEL,UNIFAEL,Lapa,PR,1.019,2
3756,1232.0,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,UNIANDRADE,Curitiba,PR,2.367,3
3757,1270.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,Ribeirão Preto,SP,1.969,3
3758,1270.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,Ribeirão Preto,SP,1.488,2
3759,1273.0,Centro Universitário Campo Limpo Paulista, UNIFACCAMP,Campo Limpo Paulista,SP,2.122,3
3761,1294.0,Centro Universitário das Américas,CAM,São Paulo,SP,1.746,2
3762,1299.0,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,Fernandópolis,SP,1.573,2
3764,1336.0,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,FAG,Cascavel,PR,3.015,4
3765,1365.0,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,Engenheiro Coelho,SP,2.654,3
3767,1418.0,Centro Universitário Toledo Wyden,Unitoledo Wyden,Araçatuba,SP,2.411,3
3768,1422.0,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Manaus,AM,1.623,2
3769,1446.0,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Brasília,DF,2.342,3
3770,1472.0,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,Indaial,SC,1.629,2
3771,1491.0,CENTRO UNIVERSITÁRIO INTERNACIONAL,UNINTER,Curitiba,PR,1.841,2
3772,1491.0,CENTRO UNIVERSITÁRIO INTERNACIONAL,UNINTER,Curitiba,PR,2.37,3
3773,1509.0,Centro Universitário Estácio de Belo Horizonte - Estácio BH,ESTÁCIO BH,Belo Horizonte,MG,2.395,3
3776,1514.0,CENTRO UNIVERSITÁRIO VALE DO CRICARÉ,UNIVC,São Mateus,ES,0.904,1
3777,1538.0,CENTRO UNIVERSITARIO PROJEÇÃO,UNIPROJEÇÃO,Brasília,DF,3.068,4
3778,1542.0,CENTRO UNIVERSITÁRIO GERALDO DI BIASE,UGB,Volta Redonda,RJ,2.834,3
3779,1640.0,CENTRO UNIVERSITÁRIO AGES,UniAGES,Paripiranga,BA,1.518,2
3781,1716.0,Centro Universitário União das Américas Descomplica,UNIAMÉRICA,Foz do Iguaçu,PR,2.048,3
3782,1736.0,CENTRO UNIVERSITÁRIO LA SALLE DO RIO DE JANEIRO,UNILASALLE/RJ,Niterói,RJ,2.551,3
3783,1811.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,Goiânia,GO,3.602,4
3784,1840.0,CENTRO UNIVERSITÁRIO CASTELO BRANCO,UNICB,Colatina,ES,2.527,3
3786,1852.0,FACULDADE SABERES,SABERES,Vitória,ES,1.984,3
3788,1870.0,FACULDADES INTEGRADAS REGIONAIS DE AVARÉ,FIRA,Avaré,SP,2.192,3
3789,1908.0,ESCOLA DE ENSINO SUPERIOR FABRA,FABRA,Serra,ES,2.051,3
3792,2111.0,CENTRO UNIVERSITÁRIO INTA,UNINTA,Sobral,CE,0.701,1
3793,2183.0,CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ,CUFSA,Santo André,SP,3.747,4
3796,2409.0,CENTRO UNIVERSITÁRIO TABOSA DE ALMEIDA,ASCES-UNITA,Caruaru,PE,2.903,3
3798,2564.0,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Cajazeiras,PB,2.227,3
3799,2564.0,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Campina Grande,PB,2.872,3
3800,2620.0,FACULDADE DE AMPÉRE,FAMPER,Ampére,PR,2.386,3
3801,2835.0,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,Recife,PE,1.966,3
3802,2950.0,Centro Universitário FADERGS,FADERGS,Porto Alegre,RS,1.317,2
3803,3172.0,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Parintins,AM,1.199,2
3804,3172.0,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Tefé,AM,1.153,2
3805,3371.0,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,UNIPAM,Patos de Minas,MG,2.721,3
3807,3432.0,"FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS, SAÚDE E EDUCAÇÃO DE GUARULHOS",FG,Guarulhos,SP,1.558,2
3808,3515.0,CENTRO UNIVERSITÁRIO DA VITÓRIA DE SANTO ANTÃO,UNIVISA,Vitória de Santo Antão,PE,1.563,2
3809,3840.0,CENTRO UNIVERSITÁRIO FACVEST,UNIFACVEST,Lages,SC,0.724,1
3810,3849.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,Porto Nacional,TO,1.844,2
3811,3849.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,Araguaína,TO,2.747,3
3815,4502.0,FACULDADES INTEGRADAS CAMPO-GRANDENSES,FIC,Rio de Janeiro,RJ,1.737,2
3816,4503.0,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,Cachoeira,BA,1.41,2
3817,4504.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Dourados,MS,2.099,3
3820,4945.0,FACULDADE INTERNACIONAL DO DELTA,INTA,Parnaíba,PI,0.876,1
3821,5077.0,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,Boa Vista,RR,1.509,2
3822,5242.0,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,Palmeira dos Índios,AL,1.472,2
3823,5242.0,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,Arapiraca,AL,2.327,3
